06100026 00000126 ['399', '118', '728', '392']
06100053 00000050 ['391', '1010', '448', '1071']
06100053 00000071 ['456', '416', '530', '508']
06100053 00000063 ['389', '402', '468', '481']
06100053 00000075 ['99', '607', '178', '705']
06100053 00000050 ['371', '834', '450', '905']
06100053 00000045 ['639', '536', '684', '605']
06100053 00000073 ['362', '664', '446', '768']
06100053 00000074 ['562', '1110', '588', '1162']
06100053 00000069 ['685', '509', '741', '584']
06100053 00000058 ['357', '256', '438', '331']
06100053 00000070 ['305', '638', '381', '695']
06100053 00000057 ['446', '555', '511', '625']
06100053 00000073 ['665', '560', '741', '688']
06100053 00000083 ['253', '341', '334', '425']
06100053 00000047 ['271', '713', '315', '778']
06100053 00000060 ['561', '289', '625', '356']
06100053 00000075 ['512', '672', '613', '789']
06100053 00000069 ['582', '639', '661', '732']
06100053 00000077 ['90', '512', '182', '591']
06100053 00000071 ['586', '292', '635', '363']
06100053 00000071 ['552', '609', '624', '691']
06100053 00000069 ['604', '526', '646', '619']
06100053 00000031 ['31', '191', '314', '535']
06100053 00000044 ['427', '666', '489', '721']
06100053 00000076 ['174', '820', '240', '921']
06100053 00000051 ['240', '915', '297', '978']
06100053 00000045 ['532', '822', '609', '869']
06100053 00000077 ['320', '875', '402', '928']
06100053 00000071 ['341', '606', '425', '674']
06100053 00000041 ['541', '846', '623', '913']
06100053 00000074 ['200', '485', '296', '598']
06100053 00000048 ['466', '558', '532', '612']
06100053 00000066 ['548', '626', '629', '715']
06100053 00000076 ['482', '891', '610', '1048']
06100053 00000079 ['373', '593', '452', '685']
06100053 00000040 ['307', '982', '372', '1030']
06100053 00000055 ['555', '624', '585', '670']
06100053 00000073 ['366', '546', '444', '650']
06100053 00000070 ['557', '297', '609', '379']
06100053 00000074 ['705', '397', '789', '518']
06100053 00000048 ['373', '644', '449', '725']
06100053 00000044 ['516', '188', '580', '243']
06100053 00000083 ['250', '628', '330', '723']
06100053 00000065 ['281', '583', '368', '678']
06100053 00000071 ['668', '322', '743', '419']
06100053 00000050 ['179', '298', '256', '365']
06100053 00000080 ['338', '250', '414', '330']
06100053 00000077 ['323', '354', '392', '427']
06100053 00000072 ['274', '347', '328', '443']
06100053 00000058 ['278', '471', '341', '523']
06100053 00000046 ['390', '937', '471', '995']
06100053 00000080 ['213', '757', '273', '831']
06100053 00000064 ['168', '632', '278', '778']
06100053 00000065 ['467', '783', '566', '887']
06100053 00000065 ['480', '918', '542', '1049']
06100053 00000049 ['634', '564', '698', '642']
06100053 00000082 ['398', '968', '491', '1075']
06100053 00000044 ['334', '497', '402', '574']
06100053 00000041 ['550', '268', '615', '287']
06100053 00000067 ['624', '404', '707', '502']
06100053 00000069 ['496', '491', '555', '595']
06100053 00000040 ['408', '782', '471', '855']
06100053 00000079 ['634', '923', '720', '992']
06100053 00000057 ['447', '170', '503', '228']
06100053 00000048 ['477', '894', '524', '974']
06100053 00000070 ['587', '764', '596', '781']
06100053 00000049 ['524', '880', '594', '939']
06100053 00000069 ['586', '737', '657', '839']
06100053 00000057 ['531', '453', '590', '504']
06100053 00000070 ['469', '994', '539', '1096']
06100053 00000076 ['307', '537', '417', '689']
06100053 00000041 ['449', '896', '522', '945']
06100053 00000082 ['141', '270', '239', '335']
06100053 00000069 ['237', '1040', '281', '1113']
06100053 00000051 ['629', '314', '701', '359']
06100053 00000064 ['538', '848', '626', '936']
06100053 00000057 ['363', '172', '417', '252']
06100053 00000058 ['360', '634', '437', '702']
06100053 00000077 ['223', '600', '270', '660']
06100053 00000074 ['361', '723', '443', '767']
06100053 00000080 ['227', '557', '268', '629']
06100053 00000080 ['205', '656', '289', '737']
06100053 00000065 ['622', '925', '743', '953']
06100053 00000089 ['107', '503', '157', '564']
06100053 00000047 ['355', '604', '410', '680']
06100053 00000057 ['360', '720', '405', '781']
06100053 00000044 ['513', '790', '583', '850']
06100053 00000068 ['494', '292', '580', '364']
06100053 00000058 ['177', '861', '250', '914']
06100053 00000049 ['633', '212', '700', '324']
06100053 00000051 ['345', '1024', '413', '1093']
06100053 00000086 ['236', '875', '313', '969']
06100053 00000080 ['338', '451', '433', '519']
06100053 00000051 ['232', '761', '313', '816']
06100053 00000048 ['365', '466', '441', '549']
06100053 00000044 ['233', '253', '321', '338']
06100053 00000080 ['475', '553', '551', '632']
06100053 00000051 ['624', '545', '693', '635']
06100053 00000070 ['459', '638', '534', '732']
06100053 00000064 ['519', '244', '615', '286']
06100053 00000050 ['283', '573', '350', '649']
06100053 00000076 ['359', '397', '404', '498']
06100053 00000041 ['460', '168', '532', '244']
06100053 00000049 ['321', '946', '384', '998']
06100027 00000081 ['172', '447', '396', '718']
06100027 00000081 ['457', '57', '708', '325']
06100027 00000081 ['476', '748', '704', '1033']
06100027 00000066 ['460', '819', '704', '1058']
06100027 00000081 ['424', '458', '670', '708']
06100027 00000081 ['190', '812', '399', '1052']
06100027 00000066 ['487', '430', '712', '734']
06100027 00000081 ['131', '56', '379', '354']
06100021 00000146 ['337', '644', '419', '697']
06100021 00000211 ['343', '594', '383', '657']
06100021 00000237 ['294', '633', '400', '737']
06100021 00000145 ['691', '317', '742', '378']
06100021 00000223 ['616', '91', '676', '137']
06100021 00000216 ['545', '85', '669', '237']
06100021 00000209 ['678', '490', '694', '511']
06100021 00000204 ['300', '431', '332', '457']
06100021 00000158 ['669', '645', '770', '754']
06100021 00000146 ['344', '561', '414', '626']
06100021 00000187 ['189', '975', '247', '1050']
06100021 00000163 ['643', '338', '703', '407']
06100021 00000236 ['721', '991', '868', '1162']
06100021 00000211 ['346', '394', '388', '434']
06100021 00000164 ['401', '1015', '486', '1075']
06100021 00000077 ['693', '1223', '763', '1240']
06100021 00000190 ['270', '598', '292', '639']
06100021 00000077 ['786', '1224', '827', '1241']
06100021 00000213 ['100', '569', '155', '631']
06100021 00000217 ['638', '536', '739', '716']
06100021 00000097 ['520', '454', '574', '513']
06100021 00000072 ['71', '440', '129', '490']
06100021 00000216 ['537', '653', '657', '808']
06100021 00000099 ['749', '527', '792', '593']
06100021 00000212 ['474', '499', '518', '525']
06100021 00000145 ['700', '251', '735', '317']
06100021 00000103 ['655', '465', '740', '566']
06100021 00000146 ['342', '389', '400', '454']
06100021 00000241 ['246', '395', '318', '459']
06100021 00000097 ['442', '561', '498', '618']
06100021 00000177 ['668', '494', '725', '578']
06100021 00000096 ['499', '529', '559', '588']
06100021 00000164 ['408', '477', '505', '555']
06100021 00000214 ['45', '1239', '58', '1254']
06100021 00000097 ['708', '221', '764', '274']
06100021 00000110 ['751', '57', '826', '126']
06100021 00000211 ['356', '678', '391', '735']
06100021 00000090 ['708', '286', '742', '341']
06100021 00000097 ['541', '262', '591', '327']
06100021 00000116 ['628', '62', '702', '141']
06100021 00000192 ['214', '223', '251', '274']
06100021 00000116 ['350', '469', '438', '560']
06100021 00000218 ['458', '874', '547', '980']
06100021 00000116 ['635', '1091', '691', '1173']
06100021 00000130 ['525', '517', '588', '601']
06100021 00000216 ['222', '798', '340', '908']
06100021 00000214 ['250', '1233', '297', '1247']
06100021 00000130 ['506', '627', '584', '702']
06100021 00000146 ['345', '475', '417', '548']
06100005 00000288 ['617', '177', '713', '234']
06100005 00000383 ['291', '189', '408', '308']
06100005 00000380 ['251', '70', '371', '181']
06100005 00000381 ['421', '618', '559', '741']
06100005 00000381 ['426', '503', '553', '583']
06100005 00000289 ['101', '867', '198', '943']
06100005 00000405 ['52', '551', '113', '594']
06100005 00000374 ['216', '673', '321', '784']
06100005 00000287 ['409', '270', '503', '322']
06100005 00000362 ['237', '230', '323', '286']
06100005 00000372 ['216', '445', '328', '540']
06100005 00000365 ['189', '462', '292', '522']
06100005 00000287 ['413', '162', '509', '201']
06100005 00000287 ['716', '679', '812', '743']
06100005 00000294 ['122', '83', '397', '355']
06100005 00000379 ['143', '81', '257', '164']
06100005 00000367 ['517', '836', '622', '902']
06100005 00000363 ['370', '690', '459', '750']
06100005 00000383 ['267', '770', '409', '856']
06100005 00000405 ['279', '80', '338', '124']
06100005 00000366 ['176', '182', '272', '248']
06100005 00000381 ['272', '69', '411', '180']
06100005 00000361 ['260', '145', '338', '217']
06100005 00000363 ['133', '50', '238', '118']
06100005 00000294 ['131', '351', '396', '618']
06100005 00000377 ['382', '438', '496', '530']
06100005 00000287 ['287', '982', '388', '1063']
06100005 00000405 ['362', '231', '427', '280']
06100005 00000374 ['73', '666', '194', '782']
06100005 00000366 ['59', '187', '154', '250']
06100005 00000405 ['440', '313', '506', '350']
06100005 00000289 ['586', '185', '676', '251']
06100005 00000382 ['104', '214', '232', '312']
06100005 00000289 ['701', '303', '797', '372']
06100005 00000126 ['425', '641', '523', '749']
06100005 00000287 ['611', '671', '712', '744']
06100005 00000364 ['295', '697', '390', '757']
06100005 00000365 ['314', '574', '412', '634']
06100005 00000364 ['288', '440', '394', '517']
06100005 00000374 ['342', '186', '474', '254']
06100005 00000367 ['391', '528', '499', '609']
06100005 00000287 ['188', '554', '284', '620']
06100005 00000361 ['264', '223', '336', '271']
06100005 00000364 ['181', '442', '273', '507']
06100005 00000374 ['70', '429', '197', '518']
06100005 00000377 ['245', '308', '367', '401']
06100005 00000378 ['244', '490', '383', '602']
06100005 00000376 ['218', '569', '341', '633']
06100005 00000288 ['497', '52', '598', '137']
06100005 00000289 ['342', '759', '456', '834']
06100005 00000379 ['276', '490', '396', '584']
06100005 00000366 ['194', '312', '276', '399']
06100005 00000361 ['190', '467', '252', '511']
06100005 00000403 ['162', '573', '292', '704']
06100005 00000362 ['241', '454', '328', '504']
06100005 00000373 ['398', '552', '490', '641']
06100005 00000010 ['69', '176', '223', '284']
06100005 00000011 ['172', '413', '266', '486']
06100005 00000364 ['73', '314', '161', '395']
06100005 00000381 ['283', '645', '412', '734']
06100005 00000381 ['126', '497', '254', '609']
06100005 00000373 ['387', '191', '496', '285']
06100005 00000381 ['142', '366', '263', '449']
06100005 00000289 ['356', '294', '449', '349']
06100005 00000288 ['157', '175', '243', '248']
06100005 00000289 ['571', '875', '677', '948']
06100005 00000287 ['301', '660', '390', '726']
06100005 00000373 ['245', '551', '371', '653']
06100005 00000367 ['518', '723', '621', '788']
06100005 00000405 ['38', '76', '110', '115']
06100005 00000405 ['353', '154', '427', '197']
06100005 00000379 ['268', '774', '402', '845']
06100005 00000381 ['128', '634', '247', '728']
06100005 00000364 ['189', '575', '276', '625']
06100005 00000365 ['198', '337', '304', '398']
06100005 00000382 ['396', '358', '522', '431']
06100005 00000287 ['415', '363', '502', '423']
06100005 00000288 ['154', '63', '251', '96']
06100005 00000288 ['504', '996', '606', '1062']
06100005 00000365 ['74', '310', '172', '404']
06100005 00000292 ['456', '350', '705', '607']
06100005 00000381 ['278', '769', '402', '894']
06100005 00000376 ['82', '62', '200', '150']
06100005 00000294 ['114', '911', '411', '1161']
06100005 00000375 ['380', '678', '494', '765']
06100005 00000294 ['462', '340', '734', '610']
06100005 00000383 ['114', '663', '240', '719']
06100005 00000367 ['395', '58', '493', '118']
06100005 00000378 ['98', '510', '236', '598']
06100005 00000374 ['70', '536', '190', '638']
06100005 00000374 ['341', '676', '465', '753']
06100005 00000282 ['339', '340', '517', '437']
06100005 00000287 ['510', '557', '605', '640']
06100005 00000379 ['447', '69', '563', '183']
06100005 00000366 ['183', '692', '286', '784']
06100005 00000375 ['262', '189', '371', '276']
06100005 00000367 ['275', '222', '369', '294']
06100005 00000010 ['67', '41', '222', '158']
06100005 00000289 ['466', '528', '569', '593']
06100005 00000011 ['168', '527', '260', '599']
06100005 00000295 ['117', '660', '406', '895']
06100005 00000383 ['270', '637', '418', '729']
06100005 00000375 ['237', '561', '361', '643']
06100005 00000381 ['138', '220', '255', '348']
06100005 00000288 ['730', '52', '828', '157']
06100005 00000364 ['66', '699', '162', '764']
06100005 00000376 ['351', '434', '466', '546']
06100005 00000287 ['321', '49', '405', '114']
06100005 00000381 ['126', '777', '249', '889']
06100005 00000362 ['141', '234', '218', '303']
06100005 00000367 ['268', '132', '384', '205']
06100005 00000365 ['311', '445', '416', '516']
06100005 00000374 ['333', '426', '469', '509']
06100005 00000372 ['221', '324', '322', '400']
06100005 00000367 ['626', '278', '737', '379']
06100005 00000289 ['693', '178', '805', '257']
06100005 00000373 ['256', '190', '372', '286']
06100005 00000362 ['139', '561', '226', '610']
06100005 00000289 ['112', '173', '203', '235']
06100005 00000381 ['431', '369', '562', '442']
06100005 00000364 ['403', '310', '510', '379']
06100005 00000287 ['204', '259', '284', '316']
06100005 00000289 ['340', '994', '449', '1073']
06100005 00000366 ['70', '446', '171', '501']
06100005 00000367 ['149', '324', '256', '403']
06100005 00000011 ['79', '203', '149', '267']
06100005 00000383 ['126', '199', '247', '313']
06100005 00000011 ['78', '320', '160', '375']
06100005 00000378 ['245', '348', '383', '457']
06100005 00000362 ['141', '673', '217', '717']
06100005 00000361 ['188', '223', '259', '269']
06100005 00000375 ['116', '62', '220', '150']
06100005 00000382 ['246', '484', '368', '561']
06100005 00000405 ['132', '546', '185', '590']
06100005 00000289 ['456', '877', '562', '945']
06100005 00000361 ['260', '65', '331', '116']
06100005 00000367 ['160', '218', '256', '319']
06100005 00000383 ['438', '631', '572', '748']
06100005 00000377 ['381', '311', '502', '408']
06100005 00000376 ['87', '189', '214', '291']
06100005 00000367 ['391', '327', '493', '402']
06100005 00000383 ['282', '339', '407', '439']
06100005 00000293 ['429', '920', '724', '1184']
06100005 00000288 ['501', '527', '605', '590']
06100005 00000292 ['463', '931', '711', '1181']
06100005 00000362 ['354', '442', '433', '513']
06100005 00000287 ['408', '459', '503', '523']
06100005 00000379 ['133', '218', '258', '321']
06100005 00000295 ['133', '110', '409', '373']
06100005 00000405 ['126', '394', '184', '435']
06100005 00000377 ['113', '305', '229', '417']
06100005 00000288 ['608', '294', '724', '352']
06100005 00000405 ['365', '314', '422', '348']
06100005 00000364 ['290', '318', '394', '384']
06100005 00000376 ['87', '321', '205', '404']
06100005 00000363 ['134', '182', '227', '231']
06100005 00000375 ['378', '559', '484', '653']
06100005 00000293 ['428', '378', '726', '613']
06100005 00000382 ['103', '355', '224', '441']
06100005 00000380 ['276', '312', '383', '430']
06100005 00000011 ['75', '513', '150', '596']
06100005 00000363 ['256', '302', '358', '372']
06100005 00000375 ['386', '191', '488', '279']
06100005 00000363 ['254', '54', '348', '134']
06100005 00000380 ['112', '653', '233', '711']
06100005 00000367 ['274', '387', '372', '460']
